"State","District","Date","Year","Month","Avg_etlvl_at15cm","Agency_name"
"Karnataka","Tumakuru","2022-08-31","2022","08","4.8865151123","NRSC VIC MODEL"
"Karnataka","Tumakuru","2022-08-01","2022","08","4.9063175585","NRSC VIC MODEL"
"Karnataka","Tumakuru","2022-08-02","2022","08","5.41931385","NRSC VIC MODEL"
"Karnataka","Tumakuru","2022-08-03","2022","08","4.9891111005","NRSC VIC MODEL"
"Karnataka","Tumakuru","2022-08-04","2022","08","4.3472995896","NRSC VIC MODEL"
"Karnataka","Tumakuru","2022-08-05","2022","08","3.916581554","NRSC VIC MODEL"
"Karnataka","Tumakuru","2022-08-06","2022","08","3.0904106095","NRSC VIC MODEL"
"Karnataka","Tumakuru","2022-08-07","2022","08","3.8492355923","NRSC VIC MODEL"
"Karnataka","Tumakuru","2022-08-08","2022","08","3.768300365","NRSC VIC MODEL"
"Karnataka","Tumakuru","2022-08-09","2022","08","3.7845617694","NRSC VIC MODEL"
"Karnataka","Tumakuru","2022-08-10","2022","08","4.5752082034","NRSC VIC MODEL"
"Karnataka","Tumakuru","2022-08-11","2022","08","4.3802251324","NRSC VIC MODEL"
"Karnataka","Tumakuru","2022-08-12","2022","08","4.4110277326","NRSC VIC MODEL"
"Karnataka","Tumakuru","2022-08-13","2022","08","4.4693614498","NRSC VIC MODEL"
"Karnataka","Tumakuru","2022-08-14","2022","08","4.57631474","NRSC VIC MODEL"
"Karnataka","Tumakuru","2022-08-15","2022","08","4.2147735231","NRSC VIC MODEL"
"Karnataka","Tumakuru","2022-08-16","2022","08","4.5844677804","NRSC VIC MODEL"
"Karnataka","Tumakuru","2022-08-17","2022","08","4.5694096819","NRSC VIC MODEL"
"Karnataka","Tumakuru","2022-08-18","2022","08","4.3880378903","NRSC VIC MODEL"
"Karnataka","Tumakuru","2022-08-19","2022","08","3.4774528081","NRSC VIC MODEL"
"Karnataka","Tumakuru","2022-08-20","2022","08","4.2689240363","NRSC VIC MODEL"
"Karnataka","Tumakuru","2022-08-21","2022","08","3.4556456532","NRSC VIC MODEL"
"Karnataka","Tumakuru","2022-08-22","2022","08","4.5554587695","NRSC VIC MODEL"
"Karnataka","Tumakuru","2022-08-25","2022","08","3.7211878963","NRSC VIC MODEL"
"Karnataka","Tumakuru","2022-08-24","2022","08","3.5709486384","NRSC VIC MODEL"
"Karnataka","Tumakuru","2022-08-23","2022","08","4.2236190559","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-26","2022","08","4.115073188","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-27","2022","08","3.7510213212","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-28","2022","08","5.3266475562","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-29","2022","08","4.1447557604","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-30","2022","08","4.1819628103","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-31","2022","08","5.6038466285","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-02","2022","08","4.0700279284","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-03","2022","08","3.9900053688","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-04","2022","08","3.259798341","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-05","2022","08","3.1922448635","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-06","2022","08","2.2947837374","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-07","2022","08","3.712215618","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-08","2022","08","3.5070627521","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-09","2022","08","3.6636619962","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-10","2022","08","3.6571899583","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-11","2022","08","3.9174415849","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-12","2022","08","4.3181124372","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-13","2022","08","4.3022537904","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-14","2022","08","4.8335839537","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-15","2022","08","4.3670149318","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-16","2022","08","4.4661333193","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-01","2022","08","3.0533771967","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-17","2022","08","4.4394376302","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-18","2022","08","4.0781499381","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-19","2022","08","3.9155987175","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-20","2022","08","3.7865956014","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-21","2022","08","3.8281158795","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-22","2022","08","4.2546039362","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-23","2022","08","3.6342177947","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-24","2022","08","3.5733381987","NRSC VIC MODEL"
"Karnataka","Udupi","2022-08-25","2022","08","4.9688230099","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-25","2022","08","4.8188913119","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-26","2022","08","4.8506601588","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-27","2022","08","4.6653236682","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-28","2022","08","4.8567753182","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-29","2022","08","4.455559659","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-30","2022","08","4.2960318353","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-31","2022","08","5.3444996025","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-02","2022","08","2.7779655027","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-03","2022","08","4.4024434855","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-04","2022","08","4.3991970565","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-05","2022","08","3.6879662799","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-06","2022","08","1.8691832357","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-07","2022","08","3.8090087683","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-08","2022","08","3.1151711198","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-09","2022","08","3.6381672043","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-10","2022","08","4.3603945655","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-11","2022","08","4.2796075731","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-12","2022","08","4.5151955907","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-13","2022","08","4.0266928478","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-14","2022","08","4.5049078908","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-15","2022","08","4.2772083672","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-16","2022","08","4.3490251876","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-17","2022","08","4.1778474387","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-18","2022","08","4.0802170936","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-19","2022","08","4.1483764168","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-20","2022","08","3.78928311","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-01","2022","08","3.7719736049","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-21","2022","08","4.2007115091","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-22","2022","08","4.0988335208","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-23","2022","08","4.322283496","NRSC VIC MODEL"
"Karnataka","Uttara Kannada","2022-08-24","2022","08","3.8765518088","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-25","2022","08","3.094385447","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-26","2022","08","3.0857954104","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-27","2022","08","4.9657598711","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-28","2022","08","4.7379317179","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-29","2022","08","4.4105981763","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-30","2022","08","4.4358455618","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-31","2022","08","4.6878180456","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-02","2022","08","4.5223137895","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-03","2022","08","4.3648292994","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-04","2022","08","5.1207662321","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-05","2022","08","4.7769323625","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-06","2022","08","3.7030143971","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-07","2022","08","4.3889795373","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-08","2022","08","2.94306587","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-09","2022","08","3.889142194","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-10","2022","08","4.4007584825","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-11","2022","08","4.7185006633","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-12","2022","08","4.2436158118","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-13","2022","08","4.1720152959","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-14","2022","08","3.9653155792","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-15","2022","08","3.7998334558","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-16","2022","08","4.4298785796","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-17","2022","08","4.6170112922","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-18","2022","08","4.6199354435","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-19","2022","08","3.7596270666","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-20","2022","08","4.2711370247","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-21","2022","08","3.3937704551","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-22","2022","08","4.0741247653","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-01","2022","08","4.6723338811","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-23","2022","08","4.0114685031","NRSC VIC MODEL"
"Karnataka","Vijayapura","2022-08-24","2022","08","3.4952466598","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-25","2022","08","4.3256235336","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-26","2022","08","3.9154140293","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-27","2022","08","4.9666428957","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-28","2022","08","4.8214384377","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-29","2022","08","4.7683350686","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-30","2022","08","4.8906155911","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-31","2022","08","4.7269791221","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-02","2022","08","4.3803858267","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-03","2022","08","4.4311198496","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-04","2022","08","4.8684529766","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-05","2022","08","4.3663191033","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-06","2022","08","3.6669430187","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-07","2022","08","4.2710170361","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-08","2022","08","2.8778686323","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-09","2022","08","4.0884655136","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-10","2022","08","4.4116437959","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-11","2022","08","4.2368243163","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-12","2022","08","4.4852409625","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-13","2022","08","3.5917327536","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-14","2022","08","3.4603423703","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-15","2022","08","3.716979641","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-16","2022","08","4.7217725622","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-17","2022","08","4.7810361963","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-18","2022","08","4.7494139804","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-19","2022","08","3.9358219776","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-20","2022","08","3.964363637","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-21","2022","08","3.7333249536","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-22","2022","08","3.937241948","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-01","2022","08","4.40924868","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-23","2022","08","4.7622640754","NRSC VIC MODEL"
"Karnataka","Yadgir","2022-08-24","2022","08","4.0418398511","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-26","2022","08","3.7140362912","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-27","2022","08","3.7210332415","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-28","2022","08","5.804913395","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-29","2022","08","5.2575258826","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-30","2022","08","5.6262978474","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-31","2022","08","5.0013455905","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-01","2022","08","3.3937318888","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-02","2022","08","4.0351906127","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-03","2022","08","3.7360915459","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-04","2022","08","3.2755210491","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-05","2022","08","4.2384870125","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-06","2022","08","3.2170529383","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-07","2022","08","3.7889412253","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-08","2022","08","3.9046592247","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-09","2022","08","3.6369638069","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-10","2022","08","4.0005690348","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-11","2022","08","4.5406971664","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-12","2022","08","4.326754144","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-13","2022","08","4.876306971","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-14","2022","08","4.2581777061","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-15","2022","08","4.8171757959","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-16","2022","08","4.8431025087","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-17","2022","08","4.3542590096","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-18","2022","08","4.0317433781","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-19","2022","08","2.4315335351","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-20","2022","08","3.026678976","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-21","2022","08","2.5632241948","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-22","2022","08","3.1207678741","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-23","2022","08","4.5327653318","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-24","2022","08","4.3514981085","NRSC VIC MODEL"
"Kerala","Alappuzha","2022-08-25","2022","08","5.4623289568","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-26","2022","08","3.7356137446","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-27","2022","08","4.0775824874","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-28","2022","08","5.157217224","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-29","2022","08","5.0417679686","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-30","2022","08","5.436635038","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-31","2022","08","5.352803986","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-01","2022","08","3.9980052516","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-02","2022","08","3.7977750392","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-03","2022","08","3.3702269065","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-04","2022","08","2.5899990561","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-05","2022","08","3.7895596025","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-06","2022","08","2.9630991503","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-07","2022","08","3.2016714715","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-08","2022","08","4.1118967297","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-09","2022","08","4.4231701899","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-10","2022","08","4.0324497056","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-11","2022","08","3.9262625627","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-12","2022","08","4.6206096168","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-13","2022","08","4.4255239753","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-14","2022","08","4.3382771507","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-15","2022","08","4.332335657","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-16","2022","08","4.6271656106","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-17","2022","08","4.2037990881","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-18","2022","08","3.9516510498","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-19","2022","08","3.2792922356","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-20","2022","08","3.8756284775","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-21","2022","08","3.8741409897","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-22","2022","08","3.0558888988","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-23","2022","08","4.6549077422","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-24","2022","08","4.3807043037","NRSC VIC MODEL"
"Kerala","Ernakulam","2022-08-25","2022","08","4.9010955707","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-26","2022","08","4.7400488013","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-27","2022","08","4.6935683111","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-28","2022","08","6.1753297818","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-29","2022","08","4.6721070229","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-30","2022","08","5.210718389","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-31","2022","08","5.1484395471","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-01","2022","08","4.3977206335","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-02","2022","08","4.3222643426","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-03","2022","08","3.441516795","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-04","2022","08","3.0784559036","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-05","2022","08","3.9614712639","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-06","2022","08","3.2050981107","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-07","2022","08","3.2318445118","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-08","2022","08","4.052247491","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-09","2022","08","4.097158222","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-10","2022","08","4.247379004","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-11","2022","08","4.619986168","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-12","2022","08","4.5233179355","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-13","2022","08","4.4791256802","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-14","2022","08","4.1861807975","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-15","2022","08","4.1871460405","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-16","2022","08","4.2606020964","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-17","2022","08","3.6316766276","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-18","2022","08","3.8856501693","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-19","2022","08","3.3830948651","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-20","2022","08","4.9061152576","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-21","2022","08","4.3604171905","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-22","2022","08","3.2449343254","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-23","2022","08","5.1752982638","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-24","2022","08","4.3575034406","NRSC VIC MODEL"
"Kerala","Idukki","2022-08-25","2022","08","4.3116348595","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-26","2022","08","4.7071604393","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-27","2022","08","4.7376721242","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-28","2022","08","5.2742581888","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-29","2022","08","4.8631834606","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-30","2022","08","4.423242643","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-31","2022","08","4.8789677014","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-01","2022","08","3.5511107507","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-02","2022","08","2.8382833214","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-03","2022","08","4.1293872998","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-04","2022","08","3.7369786118","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-05","2022","08","3.6267037094","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-06","2022","08","2.5812331738","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-07","2022","08","4.1985321333","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-08","2022","08","3.8005855491","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-09","2022","08","3.5958307951","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-10","2022","08","3.866400532","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-11","2022","08","3.6302246252","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-12","2022","08","4.5863251955","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-13","2022","08","4.3744166238","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-14","2022","08","3.9798306627","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-15","2022","08","3.8106479878","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-16","2022","08","4.2946477695","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-17","2022","08","4.1587109915","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-18","2022","08","3.9286084849","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-19","2022","08","3.7648690846","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-20","2022","08","3.9768905309","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-21","2022","08","3.5419482386","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-22","2022","08","4.3578121504","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-23","2022","08","3.523506078","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-24","2022","08","4.1490207997","NRSC VIC MODEL"
"Kerala","Kannur","2022-08-25","2022","08","4.681054915","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-26","2022","08","4.3822729295","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-27","2022","08","4.6077586546","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-28","2022","08","5.3621805061","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-29","2022","08","4.4698443465","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-30","2022","08","4.6128737428","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-31","2022","08","5.6190062506","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-01","2022","08","3.4740794523","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-02","2022","08","3.0897997175","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-03","2022","08","4.3815528012","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-04","2022","08","3.9373461471","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-05","2022","08","3.4568601599","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-06","2022","08","2.8396780787","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-07","2022","08","4.3133722709","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-08","2022","08","3.7681228149","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-09","2022","08","3.0486875647","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-10","2022","08","3.4287266335","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-11","2022","08","3.4174029475","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-12","2022","08","4.2680292891","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-13","2022","08","3.939468887","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-14","2022","08","3.9966378319","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-15","2022","08","3.3921190733","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-16","2022","08","4.1720095692","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-17","2022","08","3.9484218415","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-18","2022","08","3.6787189783","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-19","2022","08","3.9434050333","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-20","2022","08","3.4536821648","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-21","2022","08","4.1962083392","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-22","2022","08","4.2844429954","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-23","2022","08","3.3540238666","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-24","2022","08","3.8467853801","NRSC VIC MODEL"
"Kerala","Kasaragod","2022-08-25","2022","08","4.7727238221","NRSC VIC MODEL"
"Kerala","Kollam","2022-08-26","2022","08","3.7750945994","NRSC VIC MODEL"
"Kerala","Kollam","2022-08-27","2022","08","4.6509924729","NRSC VIC MODEL"
"Kerala","Kollam","2022-08-28","2022","08","5.3426747782","NRSC VIC MODEL"
"Kerala","Kollam","2022-08-29","2022","08","3.2625322551","NRSC VIC MODEL"
"Kerala","Kollam","2022-08-30","2022","08","6.3103674316","NRSC VIC MODEL"
"Kerala","Kollam","2022-08-31","2022","08","4.8816678606","NRSC VIC MODEL"
