"State","District","Date","Year","Month","Avg_etlvl_at15cm","Agency_name"
"Assam","Bongaigaon","2022-08-02","2022","08","4.739531509","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-03","2022","08","4.5123767537","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-04","2022","08","3.7436452168","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-05","2022","08","5.580825093","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-06","2022","08","4.710819279","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-07","2022","08","6.2979249547","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-08","2022","08","5.5395343456","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-09","2022","08","4.445082133","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-10","2022","08","3.6325656306","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-11","2022","08","5.8523583809","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-12","2022","08","5.0286716057","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-13","2022","08","4.1941655367","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-14","2022","08","4.2959497873","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-15","2022","08","5.1778370622","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-16","2022","08","4.2779536194","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-17","2022","08","4.5290115837","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-18","2022","08","4.676122609","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-19","2022","08","3.548583349","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-20","2022","08","5.2061331291","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-21","2022","08","4.1354456903","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-22","2022","08","4.7360826927","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-23","2022","08","3.8887093117","NRSC VIC MODEL"
"Assam","Bongaigaon","2022-08-24","2022","08","4.208857204","NRSC VIC MODEL"
"Assam","Cachar","2022-08-25","2022","08","3.8645019178","NRSC VIC MODEL"
"Assam","Cachar","2022-08-26","2022","08","3.4058615688","NRSC VIC MODEL"
"Assam","Cachar","2022-08-27","2022","08","3.7592020687","NRSC VIC MODEL"
"Assam","Cachar","2022-08-28","2022","08","4.595043547","NRSC VIC MODEL"
"Assam","Cachar","2022-08-29","2022","08","4.5878567765","NRSC VIC MODEL"
"Assam","Cachar","2022-08-30","2022","08","3.6813637988","NRSC VIC MODEL"
"Assam","Cachar","2022-08-31","2022","08","3.9951334898","NRSC VIC MODEL"
"Assam","Cachar","2022-08-01","2022","08","5.4638432536","NRSC VIC MODEL"
"Assam","Cachar","2022-08-02","2022","08","5.0782090053","NRSC VIC MODEL"
"Assam","Cachar","2022-08-03","2022","08","4.256672377","NRSC VIC MODEL"
"Assam","Cachar","2022-08-04","2022","08","5.1324728277","NRSC VIC MODEL"
"Assam","Cachar","2022-08-05","2022","08","4.7648217485","NRSC VIC MODEL"
"Assam","Cachar","2022-08-06","2022","08","4.6841602814","NRSC VIC MODEL"
"Assam","Cachar","2022-08-07","2022","08","5.2027289938","NRSC VIC MODEL"
"Assam","Cachar","2022-08-08","2022","08","4.3993480444","NRSC VIC MODEL"
"Assam","Cachar","2022-08-09","2022","08","4.4199721079","NRSC VIC MODEL"
"Assam","Cachar","2022-08-10","2022","08","3.8873785825","NRSC VIC MODEL"
"Assam","Cachar","2022-08-11","2022","08","4.822103734","NRSC VIC MODEL"
"Assam","Cachar","2022-08-12","2022","08","4.2740376264","NRSC VIC MODEL"
"Assam","Cachar","2022-08-13","2022","08","3.3847450724","NRSC VIC MODEL"
"Assam","Cachar","2022-08-14","2022","08","4.5973355895","NRSC VIC MODEL"
"Assam","Cachar","2022-08-15","2022","08","4.5865100893","NRSC VIC MODEL"
"Assam","Cachar","2022-08-16","2022","08","4.7411894632","NRSC VIC MODEL"
"Assam","Cachar","2022-08-17","2022","08","4.8052438079","NRSC VIC MODEL"
"Assam","Cachar","2022-08-18","2022","08","3.9693637524","NRSC VIC MODEL"
"Assam","Cachar","2022-08-19","2022","08","5.7584220229","NRSC VIC MODEL"
"Assam","Cachar","2022-08-20","2022","08","7.2243804168","NRSC VIC MODEL"
"Assam","Cachar","2022-08-21","2022","08","6.5133583569","NRSC VIC MODEL"
"Assam","Cachar","2022-08-22","2022","08","5.9420537671","NRSC VIC MODEL"
"Assam","Cachar","2022-08-23","2022","08","4.3662450304","NRSC VIC MODEL"
"Assam","Cachar","2022-08-24","2022","08","4.0862176871","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-25","2022","08","4.0512119416","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-26","2022","08","5.6597155935","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-27","2022","08","5.2889844514","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-28","2022","08","3.8403834045","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-29","2022","08","5.4720370784","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-30","2022","08","4.3494742972","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-31","2022","08","4.6443099482","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-01","2022","08","4.8609749375","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-02","2022","08","5.7092682682","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-03","2022","08","5.554902324","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-04","2022","08","5.9879820066","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-05","2022","08","3.870418761","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-06","2022","08","5.1002137369","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-07","2022","08","5.3987502978","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-08","2022","08","5.6009911428","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-09","2022","08","5.3860779437","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-10","2022","08","4.9124387169","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-11","2022","08","5.6997107056","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-12","2022","08","5.4365258793","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-13","2022","08","4.1428677713","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-14","2022","08","5.6672579102","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-15","2022","08","4.6927244371","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-16","2022","08","5.2321573623","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-17","2022","08","5.1640941094","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-18","2022","08","5.0054548747","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-19","2022","08","4.7837794087","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-20","2022","08","6.4699537527","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-21","2022","08","6.3172032383","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-22","2022","08","6.1939810398","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-23","2022","08","5.1918717851","NRSC VIC MODEL"
"Assam","Charaideo","2022-08-24","2022","08","5.4914782793","NRSC VIC MODEL"
"Assam","Chirang","2022-08-24","2022","08","3.7267400694","NRSC VIC MODEL"
"Assam","Chirang","2022-08-25","2022","08","3.5354404451","NRSC VIC MODEL"
"Assam","Chirang","2022-08-26","2022","08","3.5286296784","NRSC VIC MODEL"
"Assam","Chirang","2022-08-27","2022","08","2.867295144","NRSC VIC MODEL"
"Assam","Chirang","2022-08-28","2022","08","3.2049898946","NRSC VIC MODEL"
"Assam","Chirang","2022-08-29","2022","08","3.0456492019","NRSC VIC MODEL"
"Assam","Chirang","2022-08-30","2022","08","3.5685005472","NRSC VIC MODEL"
"Assam","Chirang","2022-08-31","2022","08","3.3830628316","NRSC VIC MODEL"
"Assam","Chirang","2022-08-01","2022","08","3.7609486323","NRSC VIC MODEL"
"Assam","Chirang","2022-08-02","2022","08","4.6780976486","NRSC VIC MODEL"
"Assam","Chirang","2022-08-03","2022","08","3.9797702157","NRSC VIC MODEL"
"Assam","Chirang","2022-08-04","2022","08","3.0506582237","NRSC VIC MODEL"
"Assam","Chirang","2022-08-05","2022","08","5.4439765017","NRSC VIC MODEL"
"Assam","Chirang","2022-08-06","2022","08","4.8811802784","NRSC VIC MODEL"
"Assam","Chirang","2022-08-07","2022","08","6.0320897443","NRSC VIC MODEL"
"Assam","Chirang","2022-08-08","2022","08","4.6522031953","NRSC VIC MODEL"
"Assam","Chirang","2022-08-09","2022","08","3.8164461725","NRSC VIC MODEL"
"Assam","Chirang","2022-08-10","2022","08","3.0788985531","NRSC VIC MODEL"
"Assam","Chirang","2022-08-11","2022","08","4.8103806348","NRSC VIC MODEL"
"Assam","Chirang","2022-08-12","2022","08","4.4127847192","NRSC VIC MODEL"
"Assam","Chirang","2022-08-13","2022","08","3.9715566302","NRSC VIC MODEL"
"Assam","Chirang","2022-08-14","2022","08","3.5435253341","NRSC VIC MODEL"
"Assam","Chirang","2022-08-15","2022","08","4.868913803","NRSC VIC MODEL"
"Assam","Chirang","2022-08-16","2022","08","3.9919201544","NRSC VIC MODEL"
"Assam","Chirang","2022-08-17","2022","08","4.2704528473","NRSC VIC MODEL"
"Assam","Chirang","2022-08-18","2022","08","4.1382611422","NRSC VIC MODEL"
"Assam","Chirang","2022-08-19","2022","08","3.4417293647","NRSC VIC MODEL"
"Assam","Chirang","2022-08-20","2022","08","5.1662623869","NRSC VIC MODEL"
"Assam","Chirang","2022-08-21","2022","08","4.0830515087","NRSC VIC MODEL"
"Assam","Chirang","2022-08-22","2022","08","4.0347455912","NRSC VIC MODEL"
"Assam","Chirang","2022-08-23","2022","08","3.5092306164","NRSC VIC MODEL"
"Assam","Darrang","2022-08-25","2022","08","4.127071583","NRSC VIC MODEL"
"Assam","Darrang","2022-08-26","2022","08","3.9090828575","NRSC VIC MODEL"
"Assam","Darrang","2022-08-27","2022","08","3.2303792136","NRSC VIC MODEL"
"Assam","Darrang","2022-08-28","2022","08","3.7587279815","NRSC VIC MODEL"
"Assam","Darrang","2022-08-29","2022","08","4.3193093507","NRSC VIC MODEL"
"Assam","Darrang","2022-08-30","2022","08","3.7404551988","NRSC VIC MODEL"
"Assam","Darrang","2022-08-31","2022","08","2.5192082701","NRSC VIC MODEL"
"Assam","Darrang","2022-08-01","2022","08","3.8866573312","NRSC VIC MODEL"
"Assam","Darrang","2022-08-02","2022","08","4.7136573","NRSC VIC MODEL"
"Assam","Darrang","2022-08-03","2022","08","4.2357211456","NRSC VIC MODEL"
"Assam","Darrang","2022-08-04","2022","08","4.857242723","NRSC VIC MODEL"
"Assam","Darrang","2022-08-05","2022","08","4.3034575286","NRSC VIC MODEL"
"Assam","Darrang","2022-08-06","2022","08","4.6046603679","NRSC VIC MODEL"
"Assam","Darrang","2022-08-07","2022","08","5.2594570427","NRSC VIC MODEL"
"Assam","Darrang","2022-08-08","2022","08","4.5242315245","NRSC VIC MODEL"
"Assam","Darrang","2022-08-09","2022","08","4.1811143483","NRSC VIC MODEL"
"Assam","Darrang","2022-08-10","2022","08","3.7004460159","NRSC VIC MODEL"
"Assam","Darrang","2022-08-11","2022","08","5.8445495155","NRSC VIC MODEL"
"Assam","Darrang","2022-08-12","2022","08","5.0388950742","NRSC VIC MODEL"
"Assam","Darrang","2022-08-13","2022","08","4.154925281","NRSC VIC MODEL"
"Assam","Darrang","2022-08-14","2022","08","4.1918628509","NRSC VIC MODEL"
"Assam","Darrang","2022-08-15","2022","08","5.6755774223","NRSC VIC MODEL"
"Assam","Darrang","2022-08-16","2022","08","4.6255936053","NRSC VIC MODEL"
"Assam","Darrang","2022-08-17","2022","08","4.8331880935","NRSC VIC MODEL"
"Assam","Darrang","2022-08-18","2022","08","5.0701421515","NRSC VIC MODEL"
"Assam","Darrang","2022-08-19","2022","08","4.0154284154","NRSC VIC MODEL"
"Assam","Darrang","2022-08-20","2022","08","5.2925292318","NRSC VIC MODEL"
"Assam","Darrang","2022-08-21","2022","08","4.8104890769","NRSC VIC MODEL"
"Assam","Darrang","2022-08-22","2022","08","4.2673961696","NRSC VIC MODEL"
"Assam","Darrang","2022-08-23","2022","08","3.8998550689","NRSC VIC MODEL"
"Assam","Darrang","2022-08-24","2022","08","5.0467238548","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-25","2022","08","3.7562865375","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-26","2022","08","4.9012576979","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-27","2022","08","4.840967602","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-28","2022","08","3.4365414781","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-29","2022","08","5.2353546384","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-30","2022","08","4.1303890846","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-31","2022","08","3.7184353217","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-01","2022","08","4.6844208511","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-02","2022","08","5.0804025997","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-03","2022","08","4.4420532009","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-04","2022","08","5.6133723004","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-05","2022","08","3.4972074567","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-06","2022","08","5.0429757134","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-07","2022","08","5.171038863","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-08","2022","08","5.4970775087","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-09","2022","08","5.3572433268","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-10","2022","08","4.4544120854","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-11","2022","08","5.3885230408","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-12","2022","08","5.1281193512","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-13","2022","08","4.0022811787","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-14","2022","08","5.6745618833","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-15","2022","08","5.2348542457","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-16","2022","08","4.9247065011","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-17","2022","08","5.027611439","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-18","2022","08","4.9502328734","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-19","2022","08","4.3065515286","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-20","2022","08","5.6952848121","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-21","2022","08","5.4967322512","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-22","2022","08","5.5421080353","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-23","2022","08","4.4562417878","NRSC VIC MODEL"
"Assam","Dhemaji","2022-08-24","2022","08","5.4882317304","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-25","2022","08","3.8524361586","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-26","2022","08","3.7381052952","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-27","2022","08","4.0330327318","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-28","2022","08","3.7327655173","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-29","2022","08","3.8807085594","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-30","2022","08","3.433534499","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-31","2022","08","3.5249438167","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-01","2022","08","3.7952807141","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-02","2022","08","4.6941201249","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-03","2022","08","4.2624897142","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-04","2022","08","3.4977679247","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-05","2022","08","5.2652001245","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-06","2022","08","4.1600489289","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-07","2022","08","5.8150425441","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-08","2022","08","5.1501650023","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-09","2022","08","4.7371161199","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-10","2022","08","4.0130114115","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-11","2022","08","4.5870625663","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-12","2022","08","4.8146521655","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-13","2022","08","4.212281083","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-14","2022","08","3.9185421922","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-15","2022","08","4.9229032552","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-16","2022","08","4.255840809","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-17","2022","08","4.6189120067","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-18","2022","08","4.6676307483","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-19","2022","08","3.6487892224","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-20","2022","08","4.9260878256","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-21","2022","08","4.1688972382","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-22","2022","08","4.1068883315","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-23","2022","08","3.64489261","NRSC VIC MODEL"
"Assam","Dhubri","2022-08-24","2022","08","3.8363713472","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-25","2022","08","3.7961230785","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-26","2022","08","5.085218937","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-27","2022","08","4.9207816038","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-28","2022","08","3.4162204667","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-29","2022","08","5.0010991974","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-30","2022","08","4.4307720755","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-31","2022","08","4.4552954449","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-01","2022","08","4.5971835912","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-02","2022","08","5.351234383","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-03","2022","08","5.2252729831","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-04","2022","08","5.422682336","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-05","2022","08","3.9868460744","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-06","2022","08","4.9793160166","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-07","2022","08","4.9121820914","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-08","2022","08","5.2716713294","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-09","2022","08","5.3672880568","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-10","2022","08","5.0118810665","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-11","2022","08","5.2646709946","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-12","2022","08","5.1171667726","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-13","2022","08","3.9433098029","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-14","2022","08","5.1475715721","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-15","2022","08","4.4278817017","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-16","2022","08","4.6608644983","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-17","2022","08","4.8275073982","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-18","2022","08","4.745011464","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-19","2022","08","4.2004631752","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-20","2022","08","5.7579975119","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-21","2022","08","5.5740010689","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-22","2022","08","5.6102440074","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-23","2022","08","4.6880274862","NRSC VIC MODEL"
"Assam","Dibrugarh","2022-08-24","2022","08","5.0961561135","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-23","2022","08","4.7204619231","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-25","2022","08","3.6045744994","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-26","2022","08","3.1208689813","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-27","2022","08","3.7090857521","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-28","2022","08","5.4464011487","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-29","2022","08","4.9502533979","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-30","2022","08","3.847968738","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-31","2022","08","3.9348752247","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-01","2022","08","5.0410033685","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-02","2022","08","4.7449658399","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-03","2022","08","4.5413877572","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-04","2022","08","4.7424359148","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-05","2022","08","4.7918709267","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-06","2022","08","5.3319758585","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-07","2022","08","5.5446577101","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-08","2022","08","4.6418520829","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-09","2022","08","4.4707296147","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-10","2022","08","3.936650734","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-11","2022","08","4.9040724789","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-12","2022","08","4.5733623079","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-13","2022","08","3.3463251071","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-14","2022","08","4.6931391827","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-15","2022","08","4.6678232301","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-16","2022","08","4.5472592351","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-17","2022","08","4.4852989085","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-18","2022","08","4.1081517435","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-19","2022","08","4.559163031","NRSC VIC MODEL"
"Assam","Dima Hasao","2022-08-20","2022","08","7.4690073372","NRSC VIC MODEL"
